0,1
මාරු වෙනවද?,මාරු කරන්න වෙනවා.
රෙදි ටික තිබ්බද,ඔව්
ඔබේ රැකියාවෙන් ඔබ වඩාත් තෘප්තිමත්ද,ඔව් මම ගොඩක් සතුටුයි
ඔබ ඇමතුමක් ගත්තාද?,ගත්තා
කවද්ද ආයෙ පටන් ගන්නෙ?,හරියටම දන්නෙ නෑ
ඇත්ත කියන්න බැරිද?,බෑ 
වොල්ගා නදිය ගලායන රට කුමක්ද,රුසියාව
පලා යැම හොඳද?,හොදයි
ඔයා මොකද කරන්නෙ දැන්?,මොනවත් නෑ.
කිසිම පාලනයක් නැද්ද?,පාලනයක් නැහැ.
ඔයා ඒකෙ පිටපතක් ගත්තද,ඔව් ගත්තා 
කීයක් ඔයාට උත්තර හම්බ උනාද?,ඔක්කොම
ලුණු ළවනයක් නේද,ඔව් 
බර කිරන්න කීයටද ඒන්නේ?,අද කිරන්නේ නෑ
අපි ගොඩක් දවසකින් ගියේ නෑ නේද?,යන්න බැරි උනා.
වෙනස් වුනාද?,ඔව්
ඔයා හිතන දේ සිදු වෙනවද,සිදු වෙයි
කොහෙද ඔයා ඉන්නේ?,තවම මග එනවා.
මේ සංකල්පය කාගෙද?,උගතුන්ගේ 
ඔයා කොයි තරම් දුක් උනාද?,කියන්න බැරි තරමට.
මුද්‍රණ යන්තුයක්ද?,ඔව්
මොබයිල් ෆෝන් වලට කවරයක් දාන්නේ ඇයි?,ආරක්ෂාවට
මොකද්ද ඔයාගෙ ප්‍රශ්නය?,මොකුත් නෑ
ලස්සන ගමක ජීවත් වෙන්න ඔබ කැමති ද? , ඔව් 
පුවක් ගස් මෙච්චර උස ඇයි?,ඒවගෙ හැටිනේ ඒ
ඔයා සනීපෙන්ද?,ඔව් ගොඩක් හොදයි 
කියන දේ අහලා යනවද?,මට ඔයා කියන දේ අහන්න ඕන නෑ.
ඔයා තාමත් පොඩියිද?,ඔව්.පොඩි ළමයෙක්.
කෑම වල සුවද හමනවද?, ඔව් සුවදයි
කීයක් අතේ තියෙනවද ඔයාගේ?,දැන්නම් කීයක්වත් නෑ
ඔයාට වුර්තීය සුදුසුකම් තියනවා ද?,ඔව් තියනවා 
හිතින් තැවෙනවද?,හිතින් තැවෙනවා.
මුදලාලිගෙ ගෙවලුත් මෙහෙද තියෙන්නෙ?,ඔව් මෙ ලග.
තාමත් සිටිනවාද?,ඔව් ඉන්නවා
ඔයාගෙ කොන්ඩේ තාම සීතලද?,ඔව් ටිකක් 
ඔවුන් කැමති වේවිද?,වේවි
කාටද ලියුම් ලියන්න පුලුවන්?,මට පුලුවන්
මේක කාගෙ හරි ප්‍රේම කතාවක්ද?,ඔව් මගේ
සල්ලි බල්ලොත් කන්නෑ කිව්වට අපිට සල්ලි නැතුව මොනාද කරන්න පුලුවන්?,ඇත්ත කතාව
ගාන වැඩිවුනේ නැද්ද ලඟදි,වැඩිවුනා
මේවා ඵල දරයිද?,ඔව්
කව්ද මගේ චාජරය ගත්තේ?,මල්ලි වෙන්න ඇති 
ඔබට වෙනත් අදහසක් තිබේද? ,කණගාටුව මට වෙනත් අදහසක් නෑ
ඒක ලස්නයිද?,නෑ කැතයි
අද බීච් යමුද?,හා යමු
කවුද පාර හැදුවේ?,ගම්මැද්දෙන්
ඉක්මනින් මෙහෙ එන්න,හරි එන්නම් 
ඔබලගේ ගෙදර ගෑස් භාවිතා කරනවද? ,ඔව් 
ලෝකයේ වේගවත්ම ගොඩබිම සත්වයා කුමක්ද?,චීටා
සංචාරක කර්මාන්තය දළ දේඅහීය නිශ්පාදිතයට හොද දායකත්වයක් ලබා දෙනවාද? ,ඔව්
ඇයට විශාල වෙළදසැළක් තිබුණලුද?,මම ඒ ගැන දන්නෑ
මොකද්ද වැරැද්ද මම ටිවී බැලුවනම්?,ඔයාට ඒකෙන් ප්‍රයෝජනයක් නැහැ.
නිතරම කියනවද?,නිතරම නෑ.
ඔයාගෙ අක්කා ඊයේ කාර් එකක් මිලදි ගත්තද?,ඔව් දැන් ඇයට කාර් එකක් තියනවා
බයික් එක කීයද?,රු. ලක්ශ දෙකක්. 
අපිට තියන ප්‍රශ්න ඉවර වෙන දවසක් නෑ නේද මාමෙ ?,ඒකනෙ පුතේ
නාගරීකරණය නිසා පරිසරය විනාශ වෙනවද? ,ඔව් 
දවල්ට බත් කමුද,හා කමු
ඔයා දවසට පැය කීයක් නිදාගන්නවද?,පැය හයක් විතර
අපි යන්න යමුද?,යා නොහැක
ලංකාව ක්‍රිකට් ලෝක කුසලානය ගත්තේ මොන අවුරුද්දේද?,1996
දෙවියන්ට පිං දුන්නද,ඔව් දුන්නා.
ලෝකයේ වැඩිපුරම තියෙන්නේ මුහුදු ජලයද? , ඔව් 
මම මහනවා හොදයිද?,මහන්න පුරුදු වෙන්න.
කුමක්ද ගැටලුව එහි?,ගස් කඩන් වැටිලා
හොඳටම කළුවරයි, අද අමාවක 
ඔහුව හොයා ගන්න පුළුවන් වෙයිද?,ඔව් පුළුවන් වෙයි
සබන් කෑල්ල ඉවරද,ඉවර වෙලා
අපේ ගෙදර එනවද ?,එන්නම්
ඔයා ලස්සනයි,චාටු කතා එපා
මෙය ගැන මොකද හිතන්නෙ?,කලින් එකට වැඩිය නම් හොදයි වගේ
අද දවසෙ මොකද කරන්නේ?,පාඩම් කරන්න ඕනි
මේ මල් පැලේ කීයක් වෙනවද?,500ක් වෙනවා
මේ කොහෙද?,මේක මාලිගාවක්
මා ද ඔබ හැර ගියේ?,ඔව්
අක්කේ ඔයාගේ මාලේ කෝ,සල්ලි හදිස්සියකට බැංකුවේ තිව්වා
අවසන් වසර කියද ඔබේ?,එකොළහ
ඇයි මා ප්‍රතික්ෂේප කළේ?,මා අකමැති නිසා
ඇයි මිනිස්සු කතා හදන්නේ?,මිනිස්සු එහෙම තමයි
අතීතය ගැන මතක් කරන්න පුලුවන්ද?,ඒ ගැන කතා නොකර ඉමු.
ඔබ තෙල් පෝලිමට යනවාද?,හෙට යනවා
අද වහී වගේ,ඔව් වහී
කවදා ඉදන්ද ඔයා වැඩට යන්නේ?,අවුරුද්දක ඉදං
ඔයා භූතයෝ විස්වාස කරනව ද?,ඔව් 
ඔයාට කොහොමද මාව හම්බුනේ?,කැම්පස් එකෙන්
මිනිරන් වලින් නේද පැන්සල් හදන්නේ,ඔව්
පැහැදිලි නැද්ද,පැහැදිලි 
කොහෙන්ද කතා කරන්නෙ?,පදවියෙන්
එයාට තියුණු බුද්දියක් තියෙනව නේද,ඔව් එයා බුද්දිමත්
ඔයා මේ කියන දේ ගැන සම්පූර්ණ වගකීම ගන්නවා නේද?,ඔව් ගන්නවා 
මේ කෙසෙල් ගෙඩි ඔක්කොම ඉදිලා නේද?,ඔව්
හිත හදාගන්න පුලුවන් වේවිද?,පුලුවන් වෙයි
ඉතින් ඔයා ඇයි එහෙ ගියේ?,දුවන්න ගියේ.
ඔයා මොකද කලේ නින්ද යන්නැති වෙන්න,මොකුත් නෑ
ඊයෙත් හේනට අලි ආවද?,ඔව් අලි රංචුවක්ම ආවා.
පොඩි කාලෙ සුන්දරයිද?,ඔව් ඇත්තටම
අඩුම ගානෙ හෙටවත් මට මගෙ වැඩේ කරලා දෙන්න බැරිද?,සමාඑන්න
අලි මිනිස් ගැටුමක්ද?,ඔව්
නිවාඩු ආව ගමන් මං එන්නම් නේද,ඔව් එන්න
ඔයාට ලැජ්ජාවක් නැද්ද ?,මොකක් නිසාද ලැජ්ජා වෙන්නේ
ඔයා රතු පාටට කැමතියිද?,නැහැ මම කැමති නිල් පාටට 
ඔබ ක්‍රමවේද අනුගමනය කරනවද?,කරනවා
මම කවදාවත් ඔයාට බැනලා තියනවද?,කවදාවත් බැනලා නෑ.
ඔයාට කොරෝනා හැදුනලු නේද,ඔව්
මොනවද කල්පනා කරන්නේ?,මුකුත් නෑ
මුස්ලිම් කෙනෙක්ද?,ඔව්.මුස්ලිම්.
ඇය මොකද කලෙ,දන්නේ නැ
ඇයි දුකෙන් ඉන්නෙ?,එහෙම නෑ
දත් මැද්ද ද,දත් බුරුසුවක් නෑ
මහපාරේ වැටිල හිටියද?,පීසෙක් වගේ වැටිලා හිටියේ.
මේ තමයි ක්‍රියාවලිය,බැරෑරුම් ක්‍රියාවලියක් නේද
ඔයා හෙට එන්නැද්ද,නැ එන් නැ
ඔබ දිනකට කොපමණ වතුර පානය කරන්නේද?,මම දිනකට වතුර ලීටර් දෙකක් පානය කරමි
එයාට සල්ලි තියෙනවද,එයා සල්ලිකාරයෙක්
ඔබ වයස කීයේ සිට ඉන්ග්‍රීසි ඉගන ගන්නවාද? ,අවුරුදු පහේ සිට 
ආසම පොත මොකක්ද?,මානික්කාවත
අද හවස පංතිද? ,ඔව් පංති
ඔබේ මිතුරන් ඔබට ආමන්ත්‍රණය කරන්නේ ඔබේ සැබෑ නමින්ද? ,නෑ 
හද වලාකුලු වලට වැහිලා නේද?.කවුරු හරි මේ කතාව හොරෙන් අහන් හිටියද?,ඔව්
ලංකාවේ පලාත් කීයද?,9ක් 
ඇහැ රතු වෙලාද?,ඔව්
මේ කොට්ට උරය මටද,ඔයාට තමයි
මාව මතකද,ඔව් මතකයි
හෙට කැම්පස් එකට යමුද? ,හා යමු
මේ ගීතය හරිම මිහිරි නේද?,ඔව් ගොඩක් 
අපිට මෙහෙම අනාගතයක් නෑ නේද?,එ ගැන දුකයි
මනමාලියක් වුනාද?,ගොඩක් ලස්සනට හිටියා.
ගුරුවරයෙක් වීම ගැන මොනාද හිතෙන්නේ? ,ලොකු සතුටක් හිතෙනවා.
මිනිස්සු කතා හදයිද?,මට කමක් නැහැ
ඇත්තටම රජයේ කාර්‍යාල ගොඩාක් අකාර්යක්ෂමයි නේද?,අපොයි ඔව්
කැමතිද?,අකමැතියි.
ඔයා මාව දන්නවද?,මම ඔයාව හොදට දන්නවා.
මල් පර වෙලා නැද්ද?,පර වෙලා.
නිසාචර සත්තු කවුද,"වවුලා, බකමූන වගේ සත්තු"
ස්ටිකර් ඕනිද?,ඔව්
සේවය කුමක්ද?,රට දියුණු කිරීම.
හැමෝම සනීපෙන් නේද ?,ඔව් සනීපෙන් 
අල්ලගන ඉන්නද?,අල්ලන් ඉන්න.
ඔයා ඉගෙනගන්නවද?,ඔව් මම පාසල් යනවා
ඔබ තනියම ජීවත් වීමට කැමති ද? , ඔව් 
පොලී මුදල කීයද?,හරියටම දන්නෙ නෑ
ඕනෑ අයුරකින් ඉටු  කරගන්න අවස්තාව තියෙනවාද,ඔව් තියෙනවා 
ඔබ කසුන්ගේ සහෝදරයා ද?,ඔහු මගේ යාලුවෙක් විතරයි.
ඔයා වෙලාවට කලින් ආවේ,ඔව් කලින්
ඔයා කොහෙද යන්නෙ,මම ගමන්ක් යනවා
එයාගෙ ඇදුම් ඔක්කොම ගෙනිච්චද?,ඔවු 
ඕක හදලා ගන්න පුලුවන්ද?,හදලා ගන්න පුලුවන්.
මම ඔයාලගෙන් එක ඉල්ලීමක් කරන්නද?,ඕන ඉල්ලීමක් කරන්න.
ඔබ නර්තනයට කැමතිද? ,ගොඩාක් කැමති
ඔයා ගේ අයියා මොකක්ද කරන රස්සාව ,එයා DSI එකේ
වතුරෙන් දුවන්න පුලුවන් වාහනත් තියනවද?,තියෙනවලු
අන්තිමේදී මොකද උනේ?,දන්නේ නෑ
කලබල නැතුව කොහොමද?,කලබල වෙනවනෙ ඉතින්.
සර්ලා විරෝදතාවෙට ගියාද?,ගියා
ලංකාවේ ඉන්න බැරිද?,දියුණු වෙන්න අමාරුයි මෙහෙ
මොකද්ද මෙකෙ තෙරුම,මන් දන්නේ නැ
ඔබ කතරගම දේවාලයට ගිහින් තිබෙනවද? ,ඔව් 
කොච්චර තියෙනවද විස්තර කියන්න මට,දවස් ගානක විස්තර
ඔයාට යාළුවන් නැද්ද?,යාළුවන් කීපදෙනක් සිටී
දැන් නම් පොඩ්ඩක්වත් යන්න බෑ ,මෙන්න මෙහෙ එන්න 
කවුරුහරි වික්ටර්ව දැක්කද​?,මම දැක්කෙ නෑ
මට පේනවා ඔයාට අදුරු අතීතයක් තිබුන වග?,ඔව් ඇත්ත 
කෙටි ගමන් තියනවද?,"කෙටි ගමන් තියනවා,"
ඔයා සීයා කෙනෙක්ද?,නැ
ඇයි සර්පයෝ දිග?,දන්නෙ නෑ
මට එ ගැන හිතන්න වෙලාවක් තියෙනවද,ඔව් තියනවා 
රෙදි ටික වේලුනා ද,අද අව්ව නෑ නේ
අදින් පස්සෙ කතා කරන එකක් නැහැ නේද,අපෝ නැහැ
ඔය බොරුව අහුවෙයිද? ,කාටවත් නොකියා ඉමු 
ඇයගේ ලිපිනය ඔබ දන්නවාද?,නෑ මම දන්නෑ
ඔයා කවුද, මම program එකක්
ඔයා වීඩියෝ ගේම් ගහනවද?,ඔව්
මී කිරි ඇබුල්ද?,නෑ රසට තිබ්බා
අර ජම්ඹු ගහේ ලස්සන,ඔව් රතු ම රතු පාටයි
එයාට යන්න දෙනවද?,මට එයාට යන්න දෙන්න බෑ.
කාගෙන් හරි අහමුද?,ඕන නෑ.
අපි නටමුද?,දැන් බැහැ
දත් කැක්කුමයි,දත ගලවන්න වෙයි
ඇයි එයා තාම කතා නොකළේ?,බිසී ඇති
ඒ සම්බන්ධව මම මුකුත් කියන්නද?,හරි කියන්න 
අද බස් තියනවද?,අද බස් එකක් වත් නෑ
ඔයගෙ කඩවසම් කෙනෙක්ද?,ඔව් මම ලස්සනයි
සීනි ගේනවද,හා ගේන්නම්
ඔයාට බයිසිකල් පදින්න පුලුවන්ද?,ඔව් පුලුවන්
ඔබේ ගෙදර කටයුතු කලමනාකරනය කරන්නේ කව්ද?,මව
අද වහිනවද?,වහිනවා කියලා තිබුනා.
හවසට මොකද කරන්නේ,වෙරළට යනවා
මං කොහෙවත් නොයා ඉන්නද?,හා එක හොදයි.
කුමක්ද ඇගේ රැකියාව?,ඈ හෙදියක්
මොනවද තෑගි දුන්නේ?,ගවුමක්
මන් ඔය කතාව පිළිගන්නේ නැහැ,ඔයාට ඒක පිළිගන්න ම වෙනවා
කවුද එහි සිත්තරා?,ඔහු 
අධික අවුරැද්දකට දින කියද?,දින 366
ගණන් වලට ආසද,ආසයි
ඕක අල්ලන්න එපා,හරි හරි බයවෙන්න එපා
මට ගිණුම අරම්භ කිරිමට පොම් එක ගන්න පුලුවන්ද,ඔව් පුලුවන් මෙන්න ඒ පොම් එක
ඔබ කුල්මත් වීද?,ඔවු
අපි ත්‍රීවිලරයක් ගමුද?,බස් එකෙන් යමු අපි
පාර්ලිමේන්තුවට යන්නේ ඇයි?,රට හදන්න
කොන්ඩේ පීරුවද?,පීරුවා
ඔබට 911 ට කෙටි පණිවිඩයක් යැවිය හැකද,බෑ
පිළිමයක් ගන්න පුළුවන්ද?,ඔව් පුළුවන්
මෙහෙත් ගොවිතැන් කටයුතු තියෙනවා.,හා.
අර පුද්ගලයා මොන පළාතෙ කෙනෙක්ද?,ඔහු දකුණු පළාතෙ කෙනෙක්
ලියකියවිලි ලැබුණද?,ලැබුණා
කෙල්ල හොදින් ඉන්නවද?,හොදින් ඉන්නවා.
පොල් තෙල් ටිකක් දාන්න ද,එපා මම දැම්මා
ඉක්මනට එනව නේද?,ඔව් එන්නම්
වත්මන් දේශපාලන තත්වය ගැන ඔයා සතුටුද?,සතුටුවෙන්න බෑනෙ 
මොකද පුතේ කරන්නේ,කාමරේ අස් කර කර හිටියේ
මෙ වාහනය ඔයගෙද?,ඔව්.
හිතුවට වැඩිය මේක ලේසියි නේද?,ඔව් ලේසී
පුවත්පත් සිරස්තලයක්ද?,සිරස්තලයක්.
මොකෙද යන්නේ,බස් එකේ
ඒ ඔයාගෙ අයියා නේද?,ඒ මගේ අයියා තමයි.
ඇයි ලුනුකැද හදද්දි සුදුළුනු දාන්නේ? ,සුදුළුනු දාන එක හොදයි කියන නිසා.
 ඔයා බල්ලාට  ගැහුවාද, නෑ මම ගැහුවෙ නැහැ
එයා සොර මුලක අයෙක්ද,ඔව් එහෙම තමයි
කඩේට ලොකු ගානක් ණයයි නේද?,ටිකක් විතර
මේ වැව මොකක්ද?,දන්නෙ නෑ
අද මොනවද උයන්නෙ,මොනවහරි හදමු
ඔයා ජනප්‍රිය නිළියක්ද?,ගොඩක් දුරට ජනප්‍රියයි.
ලොව ගැබුරු විල?,බයිකල් විල.
ඔබ කවුද,මම විජේපාල
ඔයා දක්ෂයිද? ,නෑ මෝඩයි
ඔබ ලිවිමට දක්ෂයෙක්ද?,ඕව මම ලිපි ලිවීමට කැමති
ඔයා නිතරම ඉංග්‍රිසි පත්තර කියවනවද?,ඔව්
කොහොමද ඔබේ පුහුණුව?,හොඳයි
සත්ත්ව අයිතින් ගැන කතා කරන්න තියා අපේ අයිතීන් වත් මේ පාලකයො පිරිමහන්නෙ නෑ නේද?,ඔව් ඒක ඇත්ත 
බිම අතු ගානවද,අතු ගාන්නම්
තද අව්වක් වැටිලද?,ඔව්
අම්මා ආය ගෙදර එන් නැද්ද?,රට යනවා කිවුවා.
අම්මා ඹයාට බැන්නද ?,ඔව්
මොනාලිසා චිත්‍රය ඇන්දෙ කවුද?,ලියනාඩෝ ඩාවිංචි
ඒ ඇ÷ම ලස්සනයි,ඒත් මිල වැඩියි
මොකක්ද ඒකට හේතුව? ,දන්නෙ නෑ
ඉතිරිකිරීමේ ගිණුමෙ කීයක් තියනවද,විසිපන්දාහයි
ඔයාලා කොහෙද යන්නෙ,supermarket එකට
කුමක්ද ඔහුගේ පණීවිඩය?,මා හට පැමිණෙන්න කියා
ඔබ සැබවින්ව ප්‍රේමණීයයි,ස්තූතියි ඔබට
හැමෝම ආදරය කරන චරිතයක්ද?,ඔව් මට ගොඩක් අය ආදරය කරනවා.
නීතිඥයා කොහෙද,උසාවියේ
සදාකාලිකද?,කිසිවක් සදාකාලික නෑ.
කොහෙද මේ හොරෙන් යන්නේ,අම්මට කියන්න එපා පොඩි ගමනක්
සරත්චන්ද්‍ර සර්ගෙ නාට්‍යයක් නියන්නකෝ?,සිංහබාහු
ඊයේ වැස්සද?,වැස්සා
ඔයා පුහුණු වීම් වලට ආවද?,ඔව් ආවා
කොහෙද යන්නෙ?,කඩේ
එයා හැප්පිලාද?,ඔව් හැප්පිලලු
පිටරටක සංචාරයක යන්න කැමති ද?,අනිවාර්යයෙන්ම කැමති 
ඔයා අද නානවද?,නාන්න ඕනි
මට බනිනවද?,ඔව් බනිනවා
රංජන් රාමනායක නිදහස් වෙයිද?,බොහෝ දුරට 
ඔයාට හොදට ඒක කරන්න පුලුවං නේද?,ඔව් මට හොඳට කරගන්න පුලුවන 
චේතනාව මොකක්ද?,මම දන්නෙ නෑ
මාව දන්නවද?,දන්නවා
ඔයාව ශක්තිමත් කරන්නේ මොකක්ද?,උත්සහය
උදේ බස් එක කීයටද?,හතරට
ඔයාගෙ කොණ්ඩේ කැපුවද,ඔව්
මෙහෙ තමයි කෑම ජාති අඩු නේද?,ඔව් අඩුයි.
ඔයාට ඒ ගැන හිතා ගන්න පුළුවන්ද,හිතාගන්න බැ
අපි හුස්ම ගන්නේ කුමකින්ද ?,ඔව්.
කුණු ගෙනියන්න කවද්ද එන්නෙ,සෙනසුරාදට එනවා
මොකද්ද මේ වචනයෙන් අදහස් කරන්නේ?,දන්නෑ
මාළු හුස්ම ගන්නේ මොනවගෙන්ද ?,කරමල් වලින් 
අරගලයට සහය දෙමුද?,අපි සහය දක්වමු
හාවා දිව්වද,පඳුර අස්සෙ හැංගුණා
ආසම දවස මොකක්ද?,ඉරිදා
ඇයි ඔයා මට එන්න කිව්වේ?,මට පොඩි දෙයක් කතාකරන්න ඕන
එයා කියන්න ඇත්තද?,ඔව් ඇත්ත
මොනවද බෑග් එකෙ තියෙන්නෙ?,ගොඩක් ඒවා තියනවා
එයා අහගෙන ඉන්නවද ?,ඔව් 
කණට ගහන්න හිතෙනවද?,"ඔව්,අනේ."
මං ඔයාට උදව් කරන්නද?,හා ඔයාට ස්තූතියි
අපිටබ්දැන් යන්න පුලුවන්ද,ඔව් පුළුවන් 
ඔයා  නූගත්ද?,නෑ පිස්සුද?
වොලිබෝල් ක්‍රීඩා කරමුද?,ක්‍රීඩා කරමු.
කොටියා සර්ව භක්ෂකයෙක් ද?,නෑ 
අද වැඩට යන්නේ නැද්ද?,නෑ
ඔයාගෙ දේශපාලන පක්ෂය කුමක්ද?,මට දේශපාලන පක්ෂයක් නැහැ
ඒ මොකටද ඔයා ඉන්නේ?,මාත් ඉන්නම් ඉතින්.
කවුද මේ පාසලේ ප්‍රධානියා ?,විදුහල්පතිතුමා 
ඔයාගෙ වාසනාවන්ත අංකය මෙකක්ද?,අංක 5
පන්දාහක් වැඩි නැද්ද,නෑ වැඩි නෑ
ඇයි කළබලෙන්,ලොකු ප්‍රශ්නයක්
ඊයෙ කෝල් එකක් ගත්තෙ නැත්තෙ ඇයි,වැඩ තිබුණා ටිකක්
මේ මනුස්සයා ඇයි කැගහන්නේ.,දන්නේ නෑ
දැන්ම කාරණය කියන්නද?,දැන්ම කියන්න.
ඔයා ඇයි මේ වෙලාවේ ආවෙ?,මට ලොකු හදිස්සියක්
ඔයා සෙල්ලම් බඩු වලට ආසද?,ඔව්
පුතා ඔයා කොහෙද යන්නෙ?,මම පන්ති යනව
සල්ලි අතේ තියාගන්නේ ඇයි?,හදීසියට
ඔයා බුද්දිමත් මනුස්සයෙක් නේද?,ඔව්
මගෙ අම්මයි තාත්තයි තාම ජීවත් වෙනවා. එයාලට දීර්ඝායු ලැබෙන්න ඕනෙ නේද?,ඔව් අනිවාර්යයෙන් 
වැඩි වෙලාද?,හ්ම් ඔව්
කොහොමද මිනිස්සු හුස්ම ගන්නේ?,හිතලා කරන දෙයක් නෙමෙයි ඒක
ඔයා සටන් කලාවට අකමැතිද,අකමැති
කවද්ද නිවාඩු ලැබෙන්නෙ,මේ සිකුරාදා
කොච්චර වෙලාවක්ද?,පැයක් විතර
මටත් වතුර ටිකක් දෙනවද?,හා දෙන්නම්
ඇයි ඔයා මට නොකිවුවේ,අම්ම ඔයාට කියන්න එපා කිවුවා
එපා වෙලාද?,ඔව් 
අද හද හොදින් පායලා නේද,ඔව් පායලා 
අර කාර් එක දැක්කද,මරු නේද
කවුරුත් නැතුව ජීවත් වෙන්නේ කොහොමද?,දන්නෙ නෑ උත්සහ කරලා බලමු
මෙතනින් ඉදගන්නවද?,හා ඉදගන්නම්
ඔයාට පාලුයිද,ඔව් මට පාලුයි
රංචු ලෙස ගැවසෙන කුරුල්ලො නැද්ද,ඉන්නවා 
පාඩම් වැඩ ඔක්කොම ඉවර කරාද ?,ඔව් ඉවර කරා
ඔත්තුකාරයෝ දාලාද?,ඔත්තුකාරයෝ දාලා වගේ.
ඔයා රෑපවාහිනි වැඩසටහන් වලට සහභාගි වි තිබෙනවද?,නැහැ
අතීත මිතුන් මිත්තන් අනාගතය ගැන අනාවැකි පල කලාද?,ඔව් 
ඔයා කසාද බැදලද ඉන්නෙ?,නෑ.
අනුමත කරනවද?,අනුමත කරනවා.
මේ ඔයාගේ කාමරයද?,ඔව් මගේ
තෑගි ලැබුණද?,ලැබුණා
අහස ගොරවනවද?,ගොරවනවා.
අභිමානයක් දැනෙනවද?,හ්ම් ඔව්
වැස්ස අඩු වෙන එකක් නෑ නේද,දිගමට වහීවි
එයා පාඨමාලාවක් කරනවද?,පාඨමාලාවක් කරනවා.
දෙමළ වචන පාඩම් කරාද?,කරා
ලංකාවේ මුදල් ඒකකය මොකක්ද?,රුපියල්
ලිහමුද?,හරි
අන්න අන්න අරයා තමයි ඒ නළුවා.,ඔව් එයා
අත්‍යවශ්‍ය භාණ්ඩ මොනවද,කෑම තවයි
ඔයාට වෙලාවක් තිබුනෙ නැද්ද?,තිබුනෙ නෑ.
හඳ පායලාද?,වැස්ස නිසා පේන්නෑ
අම්මා කථා කරාද? ,ඔව් කථා කරා
ඔයා ඒවා කන්න ආසද?,ඔව්
ශ්‍රී ලංකාවේ වැඩිම පාසල් ප්‍රමාණයක් ඇති දිස්ත්‍රික්කය,මහනුවර
ඔයාගෙ චිත්තවේග පාලනය කර ගත යුතුමයි නේද?,ඔව් 
බත් ඉව්වද?,ඔව්
පාරේ යන්නේ කවුද?,අදුරන කෙනෙක්.
ඔයාලට කරන්ට් එක තියෙනවද?,ඔව් තියෙනවා
ඇයි හයියෙන් හිනාවෙන්නේ?,නිකං
ඇයි ඒක එහෙම නොව්නේ?,දන්නේ නෑ
එයා හරිමි හුරුබුහුටි.,දැක්කම ආස හිතෙනවා.
තවත් කෙනෙක් ඔයා දැක්කද?,ඔව්
කොහෙද ඔයා යන්නේ,කොණ්ඩේ කපන්න යන්නේ
ඔයාලා සහෝදරයෝ ද?,ඔව් මේ මගේ අයියා
අද වහිනවද හොහෙට,අප්පෝ නෑ
ජාවාරම් කාරයො හැමතැනම ඉන්නවා නේද?,ඔව් අනේ 
අපි කොහොමද ජීවත් වෙන්නේ?,දෙමව්පියෝ අපිව නඩත්තු කරයි.
ඇයි කලින් වගේ කතා නොකරන්නේ?,"එහෙම එකක් නෑ
"
කාලගුණය එතරම් නරකද?,එච්චරම නෑ
දෙමාපියන් සතුටෙන්ද?,සතුටෙන්
ඔයාට සුරතලෙක් ඉන්නවද?,ඔව් 
ඔයාට එයාව අදුරගන්න පුලුවන්ද?,බෑ
පඩිය කීයද,ලක්ෂ දෙකයි
0,1
ගොඩක් දේවල් කියලා තියනවද?,කියලා තියනවා.
දත් මැදල එන්නද? ,ඉක්මනට එන්න
කව්ද ඒ කෑ ගහන්නෙ ? ,දන්නෑ
ඒකට කැමතිද?,ඔව් ගොඩක්
විනෝදෙට මොකද කරන්නේ?,සෙල්ලම් 
මේ පැත්තම ගිනි ගත්තද,නැහැ
ඔයාගෙ ගමනාන්තය මොකද්ද?,දන්නේ නෑ
ඔයාට තරහ ගියාට,ඔව් මට තරහයි.
ඔයාට මොනවද කේරෙන්න ඕනේ සර්,මට මෙහි ජංගම ගිණුමක් ආරම්භ කරන්න ඕනේ
කීයක් විතර වෙයිද දන් නෑ නේද,සෑහෙන්න ගනන් දැන්
කැමතිම සිංහල නළුවා කවුද? ,විජය කුමාරතුංග මහතා.
ගෙවල් බිඳින් හොරුන්ට බයද?,ඔව් ටිකක් බයයි
ඔයා ආවේදන වලට මොනවද කරෙ ?  ,දුන්නා  
ඔයා අපේ අම්මව දැක්කද?,ඔව් එයා කුස්සියට ගියා
මොන පිටපතක්ද?,මම දන්නෙ නෑ
ඉල්ලා අස්වීම හොදයිද?,ගොඩක් හොදයි 
පොලියක් හැදෙයිද?,ඔව් හැදෙනවා
මේ පෙල පොත් දෙන්නෙ නොමිලේ නේද,නොමිලෙ
ඒක රස නැද්ද,නැ රසයි
ගේට්ටුව වහලා,අපි එළියෙන් ඉමු
දන්නවද?,දන්නෙ නෑ
ඇයි මට ස්තුති කාරන්නේ?,ඔබේ කාර්යයට
ඔයා ක්‍රිකට් ගහල තියෙනවාද,මම ක්‍රිකට් ගහලා නෑ
ඔයාට මොකද වෙලා තියෙන්නේ?,මොකුත් වෙලා නෑ
සත්ත්වයාගෙ නම?,වවුලා.
ඔයාට ක්‍රිකට් ගහන්න පුලුවන්ද ?,ඔව් පුලුවං 
නිහඩද?,ඔව්
මගේ මිතුරා හමුවෙලා තියනවද?,හමුවෙලා තියනවා.
නගරෙට ළඟද ගෙදර?,ටිකක්
දඟ කරන්න එපා,හා හා
ඇයි ඔයා හීනෙන් ඇවිදින්නේ,දන් නැ
මොනවද ඔය කෑමක් ද,මේක පුතාට දෙන්න
මොකද්ද ඉස්සරහට සිදුවිය යුත්තේ,දන් නෑ
තරහා වෙලාද ගියේ?,තරහෙන් ගියේ.
